UF,RN
Cidade,CAICO
Nome Posto,CAICO-2
Latitude,-6.4511111111111115
Longitude,-37.09055555555556
Codigo,637039
Qtd. Anos,34
Ano,Maxima
1986,1
1987,160
1988,48
1989,80
1990,64
1991,76
1992,70
1993,55.6
1994,98
1995,97
1996,65
1997,66.8
1998,48
1999,40.7
2000,78.3
2001,41
2002,61
2003,54.8
2004,81.2
2005,66.1
2006,46
2007,66.1
2008,56.8
2009,59.2
2010,78.5
2011,100.2
2012,29.5
2013,72.9
2014,70
2015,47.7
2016,107.7
2017,71.1
2018,63.3
2019,94.3
