UF,RN
Cidade,ANTONIO MARTINS
Nome Posto,AREIAS (EX-ACUDE CORREDOR)
Latitude,-6.183333333333334
Longitude,-37.96666666666667
Codigo,637007
Qtd. Anos,30
Ano,Maxima
1962,50
1963,121
1964,53
1965,84
1966,51.6
1967,51
1968,52
1969,42.3
1970,62.1
1971,54.3
1972,69.4
1973,71.1
1974,93.3
1975,74.4
1976,92.1
1977,75
1978,69
1979,61
1980,75.4
1981,128.2
1982,7.3
1983,50.2
1984,56.2
1985,115.2
1986,45.5
1987,42
1988,62.1
1989,79.2
1990,50.2
1991,80
