UF,RN
Cidade,JARDIM DE PIRANHAS
Nome Posto,JARDIM DE PIRANHAS_Av. Governador Dix-Sept
Latitude,-6.38111111111111
Longitude,-37.35111111111111
Codigo,637072
Qtd. Anos,25
Ano,Maxima
1994,63
1995,70.2
1996,67.4
1997,32.4
1998,64
1999,51.2
2000,59
2001,83
2002,72
2003,75
2004,60
2005,81
2006,88
2007,110
2008,191
2009,76.8
2010,40.5
2011,104
2012,63.4
2013,163.2
2014,45.8
2015,59.1
2016,44
2017,155
2018,75
