UF,RN
Cidade,CANGUARETAMA
Nome Posto,CANGUARETAMA_Rua São José
Latitude,-6.381944444444444
Longitude,-35.12888888888889
Codigo,635130
Qtd. Anos,25
Ano,Maxima
1994,83
1995,45.2
1996,62
1997,72.2
1998,32.2
1999,45.6
2000,148
2001,66.9
2002,36.7
2003,47.9
2004,72
2005,134.3
2006,38.8
2007,92.9
2008,97.9
2009,119.8
2010,63.2
2011,63.4
2012,27
2013,81.1
2014,49
2015,48
2016,82
2017,82.4
2018,64.9
