UF,RN
Cidade,CAICO
Nome Posto,PALMA
Latitude,-6.666666666666667
Longitude,-37.016666666666666
Codigo,637016
Qtd. Anos,22
Ano,Maxima
1962,19.4
1963,92
1964,154.6
1965,86.1
1966,36.3
1967,96
1968,101.4
1969,74.2
1970,44.1
1971,64.8
1972,85.9
1973,74.4
1974,81.2
1975,70.3
1976,58.2
1977,130.8
1978,64.2
1979,64.5
1980,92.2
1981,54.8
1982,64
1983,40.2
