UF,RN
Cidade,MOSSORO
Nome Posto,BARAUNA
Latitude,-5.083333333333333
Longitude,-37.63333333333333
Codigo,537003
Qtd. Anos,30
Ano,Maxima
1962,50.6
1963,110
1964,32.1
1965,71.1
1966,98
1967,52
1968,81
1969,35.6
1970,51
1971,111.4
1972,102.6
1973,56.7
1974,66.5
1975,97
1976,101
1977,45.1
1978,45.3
1979,73.8
1980,77.4
1981,77.4
1982,98.4
1983,39.2
1984,52.4
1985,104.4
1986,103.8
1987,64.4
1988,135.4
1989,84.4
1990,38.6
1991,15.2
