UF,RN
Cidade,RIACHO DA CRUZ
Nome Posto,RIACHO DA CRUZ
Latitude,-5.933333333333334
Longitude,-37.96666666666667
Codigo,537009
Qtd. Anos,33
Ano,Maxima
1959,8
1960,76
1961,100
1962,53
1963,70
1964,74
1965,82.2
1966,132.4
1967,69
1968,51
1969,72.2
1970,56.2
1971,65
1972,93
1973,59
1974,52.3
1975,137
1976,68
1977,62
1978,98.6
1979,102.5
1980,91
1981,74
1982,60
1983,57
1984,74
1985,145
1986,108
1987,63
1988,85
1989,72
1990,43.6
1991,127
