UF,RN
Cidade,JARDIM DE ANGICOS
Nome Posto,SITIO BOA ESPERANCA
Latitude,-5.6561111111111115
Longitude,-35.975833333333334
Codigo,535056
Qtd. Anos,16
Ano,Maxima
2004,1.1
2005,27
2006,45
2007,42.8
2008,78.9
2009,91
2010,22.3
2011,124.9
2012,28.8
2013,38.6
2014,49.5
2015,57.5
2016,80.7
2017,32.4
2018,55.1
2019,62.7
