UF,RN
Cidade,CURRAIS NOVOS
Nome Posto,ACUDE TOTORO
Latitude,-6.2
Longitude,-36.53333333333333
Codigo,636015
Qtd. Anos,30
Ano,Maxima
1962,42.1
1963,121
1964,100.2
1965,100
1966,68.8
1967,60.8
1968,46.2
1969,62.5
1970,121
1971,78.4
1972,42.8
1973,90
1974,87.4
1975,85
1976,50.2
1977,78.4
1978,56
1979,80
1980,43
1981,65.4
1982,85
1983,12
1984,40.2
1985,65.4
1986,62
1987,63.2
1988,103.5
1989,78.5
1990,75
1991,16.2
