UF,RN
Cidade,JARDIM DE PIRANHAS
Nome Posto,JARDIM DE PIRANHAS
Latitude,-6.383333333333334
Longitude,-37.35
Codigo,637019
Qtd. Anos,29
Ano,Maxima
1962,16.2
1963,150
1964,53.8
1965,115
1966,120.5
1967,105.7
1968,147.6
1969,129.4
1970,40.7
1971,165.5
1972,83.1
1973,56.4
1974,81.4
1975,45.7
1976,53
1977,57.3
1978,75.2
1979,41.4
1980,86.4
1981,8.5
1982,83.2
1983,70
1985,26.5
1986,86.1
1987,58
1988,65
1989,110
1994,97
1995,6
