UF,RN
Cidade,OLHO D'AGUA DO BORGES
Nome Posto,OLHO D'AGUA DOS BORGES
Latitude,-5.966666666666667
Longitude,-37.7
Codigo,537002
Qtd. Anos,32
Ano,Maxima
1962,1.3
1963,71.1
1964,128
1965,98.5
1966,56.2
1967,103.4
1968,96.1
1969,70.3
1970,49.8
1971,66.2
1972,140.2
1973,78.5
1974,92
1975,135.5
1976,66.4
1977,62.2
1978,52.2
1979,49.6
1980,54.5
1981,52.3
1982,42.1
1983,30.1
1984,60.5
1985,99.8
1986,93.5
1987,91.4
1988,63.2
1989,60.6
1990,50.1
1991,59.5
1994,64.2
1995,8.5
