UF,RN
Cidade,APODI
Nome Posto,ACUDE SANTA CRUZ DO APODI
Latitude,-5.733333333333333
Longitude,-37.78333333333333
Codigo,537039
Qtd. Anos,19
Ano,Maxima
1970,79.1
1971,65.5
1972,150.1
1973,70.6
1974,94.2
1975,115.8
1976,53.2
1977,70.1
1978,88.3
1979,115.4
1980,52.8
1981,63.3
1982,72.2
1983,35
1984,88
1985,145.2
1989,10.4
1990,33.8
1991,113.6
