UF,RN
Cidade,GOVERNADOR DIX-SEPT ROSADO
Nome Posto,RIACHO DO MATEUS
Latitude,-5.316666666666666
Longitude,-37.583333333333336
Codigo,537015
Qtd. Anos,29
Ano,Maxima
1962,9
1963,92
1964,52
1965,75
1966,86.5
1967,70.1
1968,41.2
1969,40.4
1970,50.4
1971,82
1972,48.2
1973,43.2
1974,84
1975,100.4
1976,90.4
1977,59.2
1978,62
1979,68.4
1980,55.4
1981,50
1982,36
1983,31.6
1984,71.2
1985,90.2
1986,50.7
1987,50.5
1988,100
1989,85
1990,63
