UF,RN
Cidade,GUAMARE
Nome Posto,GUAMARE
Latitude,-5.116666666666666
Longitude,-36.31666666666667
Codigo,536014
Qtd. Anos,29
Ano,Maxima
1962,20
1963,60
1964,50.2
1965,63.4
1966,47.3
1967,85.4
1968,90
1969,60.9
1970,60.9
1971,45.9
1972,91.9
1973,60.9
1974,95.9
1975,93.4
1976,103.1
1977,99.8
1978,93.9
1979,22.6
1980,76
1981,68.9
1982,62.6
1983,68.9
1984,78.6
1985,94.8
1986,95.6
1987,68.9
1988,95.9
1989,76.9
1990,55.6
