UF,RN
Cidade,SAO PEDRO
Nome Posto,SAO PEDRO
Latitude,-5.866666666666667
Longitude,-35.61666666666667
Codigo,535014
Qtd. Anos,30
Ano,Maxima
1962,25.4
1963,40.8
1964,68.3
1965,55.2
1966,45.2
1967,68.1
1968,65.4
1969,75.4
1970,62.5
1971,69.3
1972,37.3
1973,78.4
1974,64.3
1975,63.4
1976,88.2
1977,75.3
1978,63.2
1979,52.2
1980,100.4
1981,88.2
1982,88.5
1983,55.5
1984,55.1
1985,60.2
1986,72.5
1987,53.4
1988,53
1989,79.4
1990,92
1991,4.5
