UF,RN
Cidade,PUREZA
Nome Posto,PUREZA
Latitude,-5.533333333333333
Longitude,-35.53333333333333
Codigo,535036
Qtd. Anos,30
Ano,Maxima
1962,28.1
1963,38.6
1964,173
1965,83.6
1966,55
1967,90
1968,73
1969,77.2
1970,61.4
1971,97.2
1972,97.2
1973,75.2
1974,77.2
1975,67.2
1976,125.4
1977,91.4
1978,63.2
1979,47.4
1980,58.4
1981,92.2
1982,75.4
1983,49.2
1984,61.2
1985,98.2
1986,89.3
1987,73.2
1988,104.6
1989,92.4
1990,53.4
1991,70.4
