UF,RN
Cidade,ACU
Nome Posto,ZE DA VOLTA
Latitude,-5.5
Longitude,-37.18333333333333
Codigo,537001
Qtd. Anos,30
Ano,Maxima
1962,3.6
1963,73.2
1964,99.3
1965,91
1966,76.3
1967,74.4
1968,47.5
1969,71.2
1970,81.8
1971,73.6
1972,65.2
1973,51.8
1974,76.6
1975,69
1976,103.2
1977,111
1978,60
1979,120
1980,82
1981,59
1982,82
1983,12.3
1984,53.2
1985,74
1986,61
1987,50
1988,84.4
1989,116.8
1990,23.8
1991,51.2
