UF,RN
Cidade,PATU
Nome Posto,PATU_Rua Antônio de Lima
Latitude,-6.111944444444444
Longitude,-37.63805555555555
Codigo,637073
Qtd. Anos,25
Ano,Maxima
1994,83.6
1995,111.6
1996,146.5
1997,66
1998,57
1999,84
2000,68
2001,35
2002,67
2003,43
2004,56.6
2005,96.4
2006,96
2007,75.1
2008,149.8
2009,118
2010,48.8
2011,95
2012,53.4
2013,132
2014,52
2015,74
2016,50
2017,116
2018,81
