UF,RN
Cidade,SANTANA DOS MATOS
Nome Posto,SAO JOSE DA PASSAGEM
Latitude,-6.016666666666667
Longitude,-36.61666666666667
Codigo,636009
Qtd. Anos,31
Ano,Maxima
1962,4
1963,100.4
1964,71.9
1965,80
1966,72.3
1967,75
1968,101.1
1969,54.9
1970,28
1971,84.4
1972,53.6
1973,29.6
1974,117.4
1975,58.6
1976,144.6
1977,73
1978,65
1979,69.5
1980,78.4
1981,130.5
1982,110.2
1983,144
1984,95.4
1985,84.6
1986,69.4
1987,22.4
1988,109.5
1989,95.8
1990,22.4
1991,105.3
1994,67.5
