UF,RN
Cidade,JARDIM DO SERIDO
Nome Posto,SITIO VOLTA
Latitude,-6.593611111111111
Longitude,-36.785
Codigo,636045
Qtd. Anos,32
Ano,Maxima
1988,15.7
1989,60.4
1990,18
1991,65
1992,41.3
1993,44
1994,78
1995,57
1996,44.1
1997,90.7
1998,70.5
1999,55.7
2000,94.6
2001,39.2
2002,75.3
2003,58.8
2004,115.5
2005,42.7
2006,60
2007,94
2008,59.7
2009,87.8
2010,137.4
2011,87.5
2012,125.4
2013,33.9
2014,52.1
2015,78.9
2016,80.7
2017,102.7
2018,92
2019,58.3
