UF,RN
Cidade,MACAU
Nome Posto,SALINA HENRIQUE LAJES (MACAU)
Latitude,-5.116666666666666
Longitude,-36.63333333333333
Codigo,536004
Qtd. Anos,32
Ano,Maxima
1914,46.1
1915,28
1916,59
1917,67.8
1918,32
1919,18.7
1920,41.5
1921,99.4
1922,70
1923,103.4
1924,75.9
1963,60
1964,31.3
1965,75
1966,110.4
1967,105.4
1968,78.2
1969,89
1970,51.2
1973,57
1974,66
1975,51.4
1976,55.1
1977,47.3
1978,46.8
1979,25.2
1980,42.4
1981,97.4
1982,112.7
1983,23.9
1984,62
1985,148.3
