UF,RN
Cidade,JANDAIRA
Nome Posto,JANDAIRA
Latitude,-5.416666666666667
Longitude,-36.06666666666667
Codigo,536030
Qtd. Anos,30
Ano,Maxima
1962,0.5
1963,31
1964,85.1
1965,46
1966,37.1
1967,69
1968,41.6
1969,29.3
1970,37
1971,31.6
1972,95.6
1973,54
1974,58.6
1975,105
1976,50
1977,85
1978,40
1979,48
1980,45
1981,85
1982,32
1983,40
1984,78
1985,105
1986,47
1987,60
1988,175
1989,92
1990,40
1991,58
