UF,RN
Cidade,AFONSO BEZERRA
Nome Posto,FAZENDA SAO SEBASTIAO
Latitude,-5.424166666666667
Longitude,-36.530277777777776
Codigo,536044
Qtd. Anos,15
Ano,Maxima
2005,22.5
2006,80
2007,50
2008,73.2
2009,89.7
2010,35.5
2011,99.2
2012,107.7
2013,42.2
2014,64.2
2015,68.2
2016,63.9
2017,32
2018,72.6
2019,44.6
