UF,AM
Cidade,TEFE
Nome Posto,JUTICA
Latitude,-3.590277777777778
Longitude,-64.30694444444444
Codigo,364001
Qtd. Anos,28
Ano,Maxima
1992,50.2
1993,70.1
1994,95.1
1995,108.9
1996,102.2
1997,60.2
1998,74.9
1999,114.5
2000,91
2001,84
2002,93.1
2003,83.5
2004,81.3
2005,96.4
2006,91.8
2007,133.2
2008,91
2009,112.6
2010,80.9
2011,78.1
2012,86.1
2013,80.8
2014,83.9
2015,68.1
2016,59.3
2017,155.3
2018,63.1
2019,81.1
