UF,AM
Cidade,FONTE BOA
Nome Posto,ESPIRITO SANTO
Latitude,-2.75
Longitude,-67.56666666666666
Codigo,267001
Qtd. Anos,29
Ano,Maxima
1992,100.4
1993,133
1994,93.3
1995,74.4
1996,94.6
1997,84.1
1998,94.5
1999,101.6
2000,74.7
2001,80
2002,97.2
2003,75.6
2004,81.4
2005,135
2006,105.3
2007,97.7
2008,100
2009,172.7
2010,97.7
2011,98.6
2012,96.1
2013,90.4
2014,62
2015,99.5
2016,109.7
2017,73.4
2018,78.2
2019,75.8
2020,96.3
