UF,AM
Cidade,JAPURA
Nome Posto,MAMORI
Latitude,-1.7319444444444445
Longitude,-67.5786111111111
Codigo,167001
Qtd. Anos,21
Ano,Maxima
2000,83.9
2001,117.1
2002,83.5
2003,69.8
2004,72.9
2005,84
2006,63.1
2007,41.3
2008,33.6
2009,106
2010,35.6
2011,29.1
2012,142.5
2013,118
2014,126.1
2015,98.9
2016,102.6
2017,94.2
2018,122.9
2019,108.8
2020,109.9
