UF,AM
Cidade,JAPURA
Nome Posto,MANGUEIRA
Latitude,-1.7333333333333334
Longitude,-69.11666666666666
Codigo,169002
Qtd. Anos,30
Ano,Maxima
1989,30.4
1990,108.4
1991,124.4
1992,153.4
1993,123.4
1994,115
1995,98.4
1996,139.1
1997,68.3
1998,94.8
1999,75.1
2000,220.3
2001,91.7
2002,74.3
2003,105.8
2004,163
2005,87.2
2006,142.8
2007,145.2
2008,605.1
2009,132.8
2010,90.1
2011,97.3
2012,90.5
2015,109.1
2016,83.2
2017,76.8
2018,102.7
2019,114.9
2020,36.2
