UF,AM
Cidade,TEFE
Nome Posto,ESTIRAO DA SANTA CRUZ
Latitude,-4.292222222222222
Longitude,-65.20166666666667
Codigo,465000
Qtd. Anos,37
Ano,Maxima
1981,103.6
1982,314
1983,205
1984,82.2
1985,126
1986,90.6
1987,100.6
1988,135.6
1989,175.5
1992,140
1993,61
1994,100.5
1995,139
1996,82
1997,114
1998,93
1999,135
2000,135.8
2001,100
2002,118
2003,83
2004,75
2005,103
2006,144
2007,103.8
2008,99
2009,100
2010,70
2011,98
2012,92
2013,230
2014,180.1
2015,97.9
2016,85.9
2017,94
2018,54.8
2019,98.9
