UF,AM
Cidade,CARAUARI
Nome Posto,MARIMARI
Latitude,-5.460833333333333
Longitude,-67.40583333333333
Codigo,567002
Qtd. Anos,29
Ano,Maxima
1992,50
1993,102.5
1994,120.5
1995,70.5
1996,50.2
1997,50.4
1998,50.2
1999,50.2
2000,95.4
2001,60.1
2002,60.9
2003,50.5
2004,80
2005,70.2
2006,50.2
2007,50.4
2008,80
2009,55.2
2010,50.3
2011,50.9
2012,100.5
2013,100
2014,114
2015,70.2
2016,100.4
2017,101.9
2018,156.5
2019,114.5
2020,142.5
