UF,AM
Cidade,SAO GABRIEL DA CACHOEIRA
Nome Posto,TUMBIRA
Latitude,-0.34444444444444444
Longitude,-67.53583333333333
Codigo,67002
Qtd. Anos,20
Ano,Maxima
2000,88.6
2001,103.6
2002,83.7
2003,144.8
2004,137.1
2005,117.4
2006,104.1
2007,93.2
2008,96.2
2009,115.6
2010,98.8
2011,123.5
2012,100.5
2013,203.8
2014,110.5
2015,110.5
2016,92.9
2017,117.3
2018,77.5
2019,94.1
