UF,AM
Cidade,URUCARA
Nome Posto,BASE SIDERAMA - JUSANTE
Latitude,-1.6833333333333333
Longitude,-58.53333333333333
Codigo,158004
Qtd. Anos,19
Ano,Maxima
2001,58.5
2002,78.8
2003,73.7
2004,62.5
2005,107
2006,98.6
2007,112.5
2008,175.5
2009,145
2010,81.5
2011,119.9
2012,65
2013,80.2
2014,76.9
2015,67.3
2016,126
2017,310
2018,78.6
2019,70.7
