UF,AM
Cidade,LABREA
Nome Posto,CRISTO
Latitude,-7.465
Longitude,-64.24333333333334
Codigo,764003
Qtd. Anos,35
Ano,Maxima
1975,95
1976,77.2
1977,77.4
1978,131.2
1979,95.5
1980,86.6
1981,102.6
1982,90.4
1983,106.6
1984,96.4
1985,205
1986,65.9
1987,77
1988,81.7
1989,236.2
2000,73
2001,109.8
2002,70
2003,88.8
2004,101.2
2005,81.8
2006,104.6
2007,113.2
2008,77
2009,93.2
2010,113.5
2011,90.7
2012,42.2
2013,61.8
2014,70.4
2015,62.2
2016,82.8
2017,116.4
2018,81.8
2019,110.2
