UF,AM
Cidade,JUTAI
Nome Posto,TANIBUCA
Latitude,-4.74166666666667
Longitude,-68.135
Codigo,468004
Qtd. Anos,18
Ano,Maxima
2000,98.7
2001,77.8
2002,74.3
2003,113.5
2004,84.3
2005,86.1
2006,72.2
2007,168.6
2008,96.7
2009,139.1
2010,63.9
2011,65.8
2012,129.3
2013,153.3
2014,62.8
2015,49.9
2016,116.4
2017,98.9
2018,83.2
2019,207.3
