UF,AM
Cidade,AUTAZES
Nome Posto,AUTAZES
Latitude,-3.576388888888889
Longitude,-59.13388888888889
Codigo,359004
Qtd. Anos,26
Ano,Maxima
1995,70
1996,108.3
1997,91.7
1998,48.6
1999,71.8
2000,53.9
2001,74.4
2002,104
2003,81.6
2004,60.8
2005,93.8
2006,66.9
2007,71.2
2008,93.5
2009,85.5
2010,136.3
2011,88.7
2012,83.3
2013,78.2
2014,57.8
2015,54.6
2016,93.5
2017,84.2
2018,51.2
2019,75.1
2020,45.6
