UF,AM
Cidade,TAPAUA
Nome Posto,BATURITE
Latitude,-5.7219444444444445
Longitude,-63.51083333333333
Codigo,563002
Qtd. Anos,28
Ano,Maxima
1992,100
1993,89.5
1994,122.7
1995,79.4
1996,67.5
1997,84.5
1998,97.4
1999,81.5
2000,140.8
2001,57
2002,67.2
2003,76.8
2004,41.7
2005,106.3
2006,62.6
2007,104.7
2008,47.2
2009,49.5
2010,107
2011,37.5
2012,48.2
2013,47.2
2014,130.7
2015,68.3
2016,60
2017,64.5
2018,64.3
2019,114.7
