UF,AM
Cidade,TAPAUA
Nome Posto,NOVA OLINDA
Latitude,-5.583055555555555
Longitude,-64.33527777777778
Codigo,564001
Qtd. Anos,28
Ano,Maxima
1992,65.7
1993,75.6
1994,28.6
1995,24.1
1996,60.2
1997,90.7
1998,81.6
1999,97.2
2000,78.2
2001,66.8
2002,122.7
2003,76.3
2004,93.4
2005,89.5
2006,136.6
2007,105.7
2008,121.6
2009,96.3
2010,66.5
2011,87.3
2012,95
2013,84
2014,88.9
2015,70.3
2016,80
2017,93
2018,82.5
2019,89.5
