UF,AM
Cidade,MANICORE
Nome Posto,FAZENDA BELA VISTA
Latitude,-7.853333333333333
Longitude,-61.33388888888889
Codigo,761003
Qtd. Anos,16
Ano,Maxima
2004,98.7
2005,132.9
2006,82.3
2007,85.1
2008,84.2
2009,118.7
2010,95.8
2011,82.4
2012,93.4
2013,83.8
2014,89.6
2015,63.3
2016,91.1
2017,123.8
2018,117
2019,122.6
