UF,AM
Cidade,JUTAI
Nome Posto,CONCEICAO (EX. ILHA DA NOVA SORTE)
Latitude,-4.8966666666666665
Longitude,-68.66333333333334
Codigo,468003
Qtd. Anos,29
Ano,Maxima
1991,60.8
1992,70.5
1993,80.5
1994,100.4
1995,58.4
1996,53.2
1997,70
1998,220
1999,125.3
2000,166.1
2001,99.2
2002,111
2003,97.1
2004,70.5
2005,134.7
2006,109.6
2007,101
2008,95.1
2009,119.9
2010,88.1
2011,118.5
2012,76
2013,135.7
2014,81.1
2015,155.5
2016,91.7
2017,106.1
2018,153.2
2019,89.3
