UF,AM
Cidade,BOCA DO ACRE
Nome Posto,SAO ROMAO (TABOCAL)
Latitude,-8.25
Longitude,-67.36666666666666
Codigo,867002
Qtd. Anos,31
Ano,Maxima
1989,44.3
1990,89.9
1991,777.7
1992,72.5
1993,65.7
1994,70.3
1995,94.7
1996,80.3
1997,76.4
1998,89.1
1999,78.5
2000,85.1
2001,63.2
2002,72
2003,75.7
2004,495.5
2005,137.6
2006,107.9
2007,92.7
2008,138.9
2009,98.6
2010,80.6
2011,102.8
2012,118
2013,92.3
2014,92.9
2015,83.8
2016,89.1
2017,96.5
2018,97.4
2019,100.7
