UF,AM
Cidade,CAAPIRANGA
Nome Posto,UNIAO
Latitude,-2.9897222222222224
Longitude,-61.72916666666667
Codigo,261001
Qtd. Anos,20
Ano,Maxima
2000,145.8
2001,80.2
2002,129.2
2003,64.4
2004,73.1
2005,60
2006,100.7
2007,95.2
2008,55
2009,49.3
2010,107.7
2011,102
2012,80
2013,99.8
2014,77.1
2015,28.2
2016,51.6
2017,88.9
2018,90
2019,181.1
