UF,AM
Cidade,TEFE
Nome Posto,CIPO
Latitude,-4.866666666666667
Longitude,-65.75
Codigo,465001
Qtd. Anos,21
Ano,Maxima
1999,92
2000,106.4
2001,95.5
2002,112.9
2003,88.5
2004,92.4
2005,59.4
2006,80.1
2007,90
2008,60.5
2009,79
2010,100.5
2011,70
2012,71.5
2013,91
2014,251.1
2015,60.1
2016,84.3
2017,105.6
2018,67.8
2019,66.6
