UF,AM
Cidade,NOVO ARIPUANA
Nome Posto,MONTE ALEGRE
Latitude,-5.589166666666666
Longitude,-60.37361111111111
Codigo,560002
Qtd. Anos,29
Ano,Maxima
1992,39
1993,63.2
1994,129.6
1995,100.8
1996,85
1997,63.4
1998,99.8
1999,110.3
2000,110.3
2001,50.6
2002,38.3
2003,30.5
2004,44.5
2005,55.8
2006,78.9
2007,62.1
2008,70.1
2009,91
2010,130
2011,99.9
2012,70
2013,60
2014,80
2015,80
2016,19
2017,101
2018,79.9
2019,131.7
2020,38.7
