UF,AM
Cidade,MANAUS
Nome Posto,COMUNIDADE SAO JOAO
Latitude,-3.047222222222222
Longitude,-60.255833333333335
Codigo,360005
Qtd. Anos,17
Ano,Maxima
2003,37.7
2004,84.5
2005,141.5
2006,73.5
2007,39.6
2008,37.3
2009,31.7
2010,113.5
2011,103.6
2012,70.1
2013,156
2014,203.7
2015,53.2
2016,121.7
2017,117.3
2018,85.2
2019,153.7
