UF,AM
Cidade,SANTO ANTONIO DO ICA
Nome Posto,IPIRANGA NOVO
Latitude,-2.929722222222222
Longitude,-69.69305555555556
Codigo,269001
Qtd. Anos,25
Ano,Maxima
1996,70.9
1997,87.7
1998,80
1999,109
2000,139.5
2001,109.3
2002,135.2
2003,138.4
2004,118.1
2005,83.9
2006,73.1
2007,155
2008,80.6
2009,93.1
2010,97.1
2011,67.8
2012,88.6
2013,100.4
2014,92.8
2015,117.4
2016,99.8
2017,78.7
2018,99.2
2019,88
2020,80.6
