UF,AM
Cidade,MANICORE
Nome Posto,NOVA ESPERANCA
Latitude,-6.360555555555555
Longitude,-61.766666666666666
Codigo,661001
Qtd. Anos,39
Ano,Maxima
1982,96.6
1983,45.6
1984,46.4
1985,111.2
1986,54.8
1987,68
1988,88.4
1989,85
1990,62
1991,48.6
1992,62.8
1993,152.2
1994,146.6
1995,86.2
1996,77
1997,93.5
1998,88.7
1999,67
2000,59
2001,72
2002,58
2003,68
2004,48
2005,62
2006,58
2007,54
2008,62
2009,68
2010,86
2011,29
2012,32
2013,78
2014,53
2015,56
2016,116.5
2017,51.2
2018,80.3
2019,52
2020,33.8
