UF,AM
Cidade,JUTAI
Nome Posto,PORTO SEGURO
Latitude,-3.3372222222222225
Longitude,-67.4888888888889
Codigo,367001
Qtd. Anos,28
Ano,Maxima
1992,67.9
1993,85.6
1994,90.3
1995,80.6
1996,80.7
1997,120.7
1998,80.6
1999,120.8
2000,64.5
2001,68.7
2002,40.7
2003,42.7
2004,71.5
2005,121.2
2006,97.1
2007,106.2
2008,53.5
2009,130.3
2010,86.4
2011,75.9
2012,97.8
2013,108.2
2014,101.6
2015,63.4
2016,59.4
2017,82.8
2018,76.2
2019,103.6
