UF,AM
Cidade,TAPAUA
Nome Posto,BACABA
Latitude,-6.325
Longitude,-64.89111111111112
Codigo,664000
Qtd. Anos,35
Ano,Maxima
1979,120
1980,75
1981,90
1982,146
1983,116
1984,100
1985,95
1986,46
1987,118
1988,168
1989,150
1990,120
1991,140
1992,100
1993,117
1994,75.3
1995,84.3
1996,99.4
1997,80
1998,116
1999,108.3
2000,173.7
2007,73
2008,80.6
2009,240
2010,88.9
2011,71.3
2012,99.4
2013,52
2014,56.6
2015,72.4
2016,65.5
2017,114
2018,100.9
2019,114.8
