UF,AM
Cidade,COARI
Nome Posto,VISTA ALEGRE
Latitude,-4.6725
Longitude,-63.623333333333335
Codigo,463003
Qtd. Anos,23
Ano,Maxima
1997,40.9
1998,80.5
1999,90.1
2000,447.8
2001,82.1
2002,125.2
2003,70.6
2004,105.7
2005,50.8
2006,60.7
2007,180
2008,60.5
2009,77.2
2010,60.6
2011,100.2
2012,50.7
2013,10.6
2014,60.5
2015,60.9
2016,50.7
2017,50.2
2018,50.2
2019,70.6
