UF,AM
Cidade,EIRUNEPE
Nome Posto,SERINGAL SANTO AMARO
Latitude,-7.266666666666667
Longitude,-70.98333333333333
Codigo,770001
Qtd. Anos,32
Ano,Maxima
1989,73.8
1990,96.6
1991,100.6
1992,82.6
1993,132.6
1994,76.2
1995,59.4
1996,59.6
1997,120.8
1998,70.2
1999,97
2000,70.5
2001,82.7
2002,83.2
2003,88.5
2004,93.3
2005,99.9
2006,70.7
2007,83.1
2008,76.6
2009,76.1
2010,67.8
2011,99.7
2012,95.2
2013,82.9
2014,52.2
2015,94
2016,84.6
2017,81.3
2018,80.2
2019,98.6
2020,82.2
