UF,AM
Cidade,BARCELOS
Nome Posto,VILA CONCEICAO - MONTANTE
Latitude,-0.2275
Longitude,-63.98833333333334
Codigo,8063001
Qtd. Anos,20
Ano,Maxima
2000,47
2001,64.2
2002,220
2003,75.2
2004,139.5
2005,119.6
2006,89.5
2007,76
2008,58.5
2009,80.7
2010,111
2011,86.8
2012,88.5
2013,90.8
2014,63.5
2015,78.3
2016,79.4
2017,90.7
2018,98.4
2019,134.8
