UF,AM
Cidade,NOVA OLINDA DO NORTE
Nome Posto,NITEROI (TERRA PRETA II)
Latitude,-4.749722222222222
Longitude,-59.24944444444444
Codigo,459001
Qtd. Anos,29
Ano,Maxima
1992,25
1993,41.8
1994,15.2
1995,64.6
1996,67.1
1997,99.1
1998,86.1
1999,94.6
2000,96.2
2001,80.3
2002,90.4
2003,113
2004,129.5
2005,72.1
2006,98
2007,68.3
2008,125.6
2009,78.3
2010,95.2
2011,97.3
2012,114.7
2013,89.5
2014,105.4
2015,97
2016,105
2017,99.7
2018,93.2
2019,100.5
2020,76.3
