UF,AM
Cidade,CARAUARI
Nome Posto,CAITITU
Latitude,-4.333333333333333
Longitude,-66.5
Codigo,466002
Qtd. Anos,20
Ano,Maxima
2000,444.1
2001,91.8
2002,224.6
2003,46
2004,47.9
2005,80.4
2006,176.4
2007,106.6
2008,40.5
2009,58.7
2010,52.5
2011,93.5
2012,87.8
2014,102.4
2015,70
2016,70
2017,65.9
2018,139.8
2019,102.5
2020,117.4
