UF,AM
Cidade,PRESIDENTE FIGUEIREDO
Nome Posto,BALBINA P-8 (UHE BALBINA)
Latitude,-1.9380555555555556
Longitude,-59.483333333333334
Codigo,159000
Qtd. Anos,32
Ano,Maxima
1978,84.7
1979,101.6
1980,48
1982,108.7
1991,41.2
1992,81.4
1993,56
1994,68
1995,97.8
1996,94.6
1997,69
1998,98.8
1999,108
2000,131.4
2001,96.6
2002,88
2003,99.6
2004,101.4
2005,79.5
2006,80
2007,74.3
2008,76.8
2009,104.7
2010,104.3
2011,131.6
2012,37.2
2013,122.5
2014,65.1
2015,143.3
2016,104.2
2017,97
2019,84
