UF,AM
Cidade,PARINTINS
Nome Posto,MOCAMBO
Latitude,-2.4555555555555557
Longitude,-57.2825
Codigo,257003
Qtd. Anos,31
Ano,Maxima
1989,66.1
1990,333.9
1991,100.2
1992,95.7
1993,99.7
1994,179.5
1995,89.1
1996,103.4
1997,75.2
1998,90.9
1999,66.6
2000,71.2
2001,63.3
2002,79
2003,172.3
2004,98.3
2005,83.5
2006,75.9
2007,90.5
2008,72.8
2009,84.3
2010,61.2
2011,89.2
2012,112.2
2013,104.4
2014,89.1
2015,42.5
2016,174.4
2017,169.1
2018,120
2019,118.9
