UF,AM
Cidade,NOVO ARIPUANA
Nome Posto,RECREIO (PEDREIRAS)
Latitude,-5.296388888888889
Longitude,-60.70055555555556
Codigo,560001
Qtd. Anos,29
Ano,Maxima
1992,46.4
1993,99.6
1994,88.4
1995,124.1
1996,67.3
1997,54.7
1998,54.9
1999,67.4
2000,56.3
2001,52.4
2002,76.4
2003,56.3
2004,79.3
2005,80.3
2006,84.6
2007,77.4
2008,58.9
2009,54.2
2010,93
2011,43.4
2012,58.4
2013,95.5
2014,70.3
2015,53.7
2016,56.4
2017,167.2
2018,98.7
2019,182.1
2020,80.7
