UF,AM
Cidade,IRANDUBA
Nome Posto,LAGO DO IPIXUNA
Latitude,-2.8963888888888887
Longitude,-60.68833333333333
Codigo,260008
Qtd. Anos,19
Ano,Maxima
2001,123.1
2002,193.3
2003,113.2
2004,104.1
2005,218.2
2006,70
2007,52.7
2008,38.2
2009,41.1
2010,58.6
2011,73.3
2012,64.9
2013,66.8
2014,92.7
2015,81.4
2016,113.6
2017,120.6
2018,206.5
2019,122
