UF,AM
Cidade,HUMAITA
Nome Posto,MAICI-GRANDE
Latitude,-7.802777777777778
Longitude,-62.34777777777778
Codigo,762003
Qtd. Anos,21
Ano,Maxima
1999,73
2000,142.2
2001,168.5
2002,91.7
2003,105.8
2004,75
2005,90
2006,91.3
2007,83.6
2008,99.3
2009,126.9
2010,112
2011,101.5
2012,81
2013,110
2014,90
2015,48.7
2016,140
2017,97
2018,145
2019,84.1
