UF,AM
Cidade,FONTE BOA
Nome Posto,FONTE BOA
Latitude,-2.533333333333333
Longitude,-66.16666666666667
Codigo,266000
Qtd. Anos,31
Ano,Maxima
1961,90.8
1962,66.8
1964,61
1965,96
1966,58.8
1967,90
1968,46
1969,67
1970,79.2
1975,76.8
1976,112
1977,65.3
1978,109.6
1979,91.8
1980,57.6
1981,85.6
1982,74.9
1983,62
1984,83.7
1985,123
1986,67.6
1987,102.4
1988,81.2
1989,118
1990,62
1992,44.6
1993,72.6
1994,46
1995,88.6
1996,71
1997,95.8
