UF,AM
Cidade,JUTAI
Nome Posto,NOVA VIDA
Latitude,-5.633333333333333
Longitude,-69.23333333333333
Codigo,569001
Qtd. Anos,22
Ano,Maxima
1993,72.4
1994,77.6
1995,80.7
1997,81.6
1998,73.2
2001,1091.9
2002,109.4
2004,64.9
2006,155.3
2007,56.3
2008,49.1
2009,98.7
2010,74.3
2011,48.9
2012,50.7
2013,47.9
2014,55.3
2015,49.2
2016,87.2
2017,68.1
2018,89.5
2019,98.6
