UF,AM
Cidade,JURUA
Nome Posto,MARTIRIO
Latitude,-2.9811111111111113
Longitude,-65.94194444444445
Codigo,366001
Qtd. Anos,29
Ano,Maxima
1992,49.1
1993,63.5
1994,96.1
1995,407.1
1996,60
1997,78
1998,101
1999,102.3
2000,90.7
2001,90.7
2002,126.2
2003,77.2
2004,102.3
2005,74.2
2006,95.2
2007,148.5
2008,91.7
2009,121.6
2010,77.4
2011,88.4
2012,87.8
2013,95.3
2014,78.1
2015,77.6
2016,85.4
2017,87.3
2018,85.3
2019,58.5
2020,42.6
