UF,AM
Cidade,ITACOATIARA
Nome Posto,ITACOATIARA
Latitude,-3.1375
Longitude,-58.44305555555555
Codigo,358000
Qtd. Anos,26
Ano,Maxima
1961,67
1962,101
1975,80.4
1976,85.9
1977,96
1978,106.4
1979,83.8
1980,77
1981,84.7
1982,110.4
1983,130.7
1984,102.7
1985,139.7
1986,125.8
1987,157.8
1988,73.6
1989,125.6
1990,123.7
1991,191.1
1992,211.9
1993,110.3
1994,100.4
1995,121
1996,90.8
1997,136.2
1998,103.9
