UF,AM
Cidade,ATALAIA DO NORTE
Nome Posto,LADARIO - JUSANTE
Latitude,-4.583611111111111
Longitude,-70.28111111111112
Codigo,470009
Qtd. Anos,23
Ano,Maxima
1998,55.2
1999,74.1
2000,94.6
2001,77.4
2002,66.6
2003,96.9
2004,84.7
2005,86.8
2006,119.8
2007,100.3
2008,97.5
2009,91.3
2010,81.1
2011,97.2
2012,172
2013,69.8
2014,91.5
2015,96.2
2016,98.5
2017,85.2
2018,96.2
2019,75.8
2020,63.1
