UF,AM
Cidade,LABREA
Nome Posto,SAO BENTO
Latitude,-7.530555555555556
Longitude,-65.35
Codigo,765001
Qtd. Anos,38
Ano,Maxima
1982,57
1983,69
1984,138
1985,108.6
1986,142.2
1987,90.7
1988,57
1989,88.3
1990,91.6
1991,167.2
1992,34.2
1993,327
1994,55.4
1995,9.9
1996,19
1997,35.5
1998,69.5
1999,64.8
2000,52.6
2001,61.2
2002,68.5
2003,49.5
2004,48.1
2005,58.9
2006,56.2
2007,62.3
2008,69.5
2009,82.1
2010,64.9
2011,73.1
2012,73.8
2013,82.6
2014,82
2015,72.5
2016,63.2
2017,83.5
2018,96.4
2019,125.5
