UF,AM
Cidade,PARINTINS
Nome Posto,PARINTINS
Latitude,-2.6333333333333333
Longitude,-56.733333333333334
Codigo,256000
Qtd. Anos,34
Ano,Maxima
1961,122
1962,110
1963,117
1964,126
1965,110
1966,104.6
1967,89
1968,110.5
1969,71.4
1970,139
1975,107
1976,90
1977,89.8
1978,70.3
1979,100
1980,80.6
1981,74.1
1982,91.4
1983,85.1
1984,130
1985,108.1
1986,90.6
1987,87.4
1988,87.6
1989,109
1990,71.6
1991,84
1992,95.2
1993,75
1994,78.5
1995,75.2
1996,85
1997,98.7
1998,160.1
